日時,レース名,グレード,着順,馬名,年齢,騎手,調教師
2020年5月16日,京王杯スプリングカップ,GⅡ,2,ステルヴィオ,牡5,川田 将雅,木村 哲也
2020年5月16日,京王杯スプリングカップ,GⅡ,3,グルーヴィット,牡4,M.デムーロ,松永 幹夫
2020年5月16日,京王杯スプリングカップ,GⅡ,4,ラヴィングアンサー,牡6,吉田 豊,石坂 正
2020年5月16日,京王杯スプリングカップ,GⅡ,5,セイウンコウセイ,牡7,内田 博幸,上原 博之
2020年5月16日,京王杯スプリングカップ,GⅡ,6,ケイアイノーテック,牡5,石橋 脩,平田 修
2020年5月16日,京王杯スプリングカップ,GⅡ,7,ストーミーシー,牡7,田辺 裕信,斎藤 誠
2020年5月16日,京王杯スプリングカップ,GⅡ,8,タワーオブロンドン,牡5,C.ルメール,藤沢 和雄
2020年5月16日,京王杯スプリングカップ,GⅡ,9,エントシャイデン,牡5,松山 弘平,矢作 芳人
2020年5月16日,京王杯スプリングカップ,GⅡ,10,ショウナンライズ,牡7,和田 竜二,上原 博之
2020年5月16日,京王杯スプリングカップ,GⅡ,11,レッドアンシェル,牡6,福永 祐一,庄野 靖志
2020年5月16日,京王杯スプリングカップ,GⅡ,12,ライラックカラー,牡5,武 豊,藤沢 和雄
2020年5月16日,京王杯スプリングカップ,GⅡ,13,ドーヴァー,牡7,三浦 皇成,伊藤 圭三
2020年5月16日,京都ハイジャンプ,J・GⅡ,1,スズカプレスト,牡8,北沢 伸也,橋田 満
2020年5月16日,京都ハイジャンプ,J・GⅡ,2,ラテールプロミーズ,せん7,五十嵐 雄祐,田村 康仁
2020年5月16日,京都ハイジャンプ,J・GⅡ,3,タガノエスプレッソ,牡8,平沢 健治,五十嵐 忠男
2020年5月16日,京都ハイジャンプ,J・GⅡ,4,マイネルレオーネ,牡8,上野 翔,清水 久詞
2020年5月16日,京都ハイジャンプ,J・GⅡ,5,アスターブリザード,牡4,植野 貴也,湯窪 幸雄
2020年5月16日,京都ハイジャンプ,J・GⅡ,6,リングオブハピネス,牝7,小坂 忠士,奥村 豊
2020年5月16日,京都ハイジャンプ,J・GⅡ,7,ルペールノエル,牡10,高田 潤,藤原 英昭
2020年5月16日,京都ハイジャンプ,J・GⅡ,8,クリノライジン,牡4,熊沢 重文,荒川 義之
2020年5月16日,京都ハイジャンプ,J・GⅡ,9,シゲルスズキ,牡7,佐久間 寛志,藤沢 則雄
2020年5月16日,京都ハイジャンプ,J・GⅡ,中止,スプリングボックス,牡6,森 一馬,寺島 良
2020年5月17日,ヴィクトリアマイル,GⅠ,1,アーモンドアイ,牝5,C.ルメール,国枝 栄
2020年5月17日,ヴィクトリアマイル,GⅠ,2,サウンドキアラ,牝5,松山 弘平,安達 昭夫
2020年5月17日,ヴィクトリアマイル,GⅠ,3,ノームコア,牝5,横山 典弘,萩原 清
2020年5月17日,ヴィクトリアマイル,GⅠ,4,トロワゼトワル,牝5,三浦 皇成,安田 隆行
2020年5月17日,ヴィクトリアマイル,GⅠ,5,ダノンファンタジー,牝4,川田 将雅,中内田 充正
2020年5月17日,ヴィクトリアマイル,GⅠ,6,シゲルピンクダイヤ,牝4,和田 竜二,渡辺 薫彦
2020年5月17日,ヴィクトリアマイル,GⅠ,7,ラヴズオンリーユー,牝4,M.デムーロ,矢作 芳人
2020年5月17日,ヴィクトリアマイル,GⅠ,8,プリモシーン,牝5,D.レーン,木村 哲也
2020年5月17日,ヴィクトリアマイル,GⅠ,9,ビーチサンバ,牝4,福永 祐一,友道 康夫
2020年5月17日,ヴィクトリアマイル,GⅠ,10,シャドウディーヴァ,牝4,池添 謙一,斎藤 誠
2020年5月17日,ヴィクトリアマイル,GⅠ,11,アルーシャ,牝5,北村 宏司,藤沢 和雄
2020年5月17日,ヴィクトリアマイル,GⅠ,12,トーセンブレス,牝5,柴田 善臣,加藤 征弘
2020年5月17日,ヴィクトリアマイル,GⅠ,13,サトノガーネット,牝5,吉田 豊,矢作 芳人
2020年5月17日,ヴィクトリアマイル,GⅠ,14,コントラチェック,牝4,武 豊,藤沢 和雄
2020年5月17日,ヴィクトリアマイル,GⅠ,15,スカーレットカラー,牝5,石橋 脩,高橋 亮
2020年5月17日,ヴィクトリアマイル,GⅠ,16,メジェールスー,牝5,岡田 祥嗣,藤原 英昭
2020年5月17日,ヴィクトリアマイル,GⅠ,取消,ディメンシオン,牝6,松田 大作,藤原 英昭
2020年5月17日,ヴィクトリアマイル,GⅠ,取消,セラピア,牝4,田辺 裕信,藤岡 健一
2020年5月23日,平安ステークス,GⅢ,1,オメガパフューム,牡5,北村 友一,安田 翔伍
2020年5月23日,平安ステークス,GⅢ,2,ヴェンジェンス,牡7,幸 英明,大根田 裕之
2020年5月23日,平安ステークス,GⅢ,3,ゴールドドリーム,牡7,藤岡 佑介,平田 修
2020年5月23日,平安ステークス,GⅢ,4,ヒストリーメイカー,牡6,畑端 省吾,新谷 功一
2020年5月23日,平安ステークス,GⅢ,5,スワーヴアラミス,牡5,松田 大作,須貝 尚介
2020年5月23日,平安ステークス,GⅢ,6,マグナレガーロ,牡5,北村 宏司,角居 勝彦
2020年5月23日,平安ステークス,GⅢ,7,ダンツゴウユウ,牡6,酒井 学,谷 潔
2020年5月23日,平安ステークス,GⅢ,8,アシャカトブ,牡4,武藤 雅,小笠 倫弘
2020年5月23日,平安ステークス,GⅢ,9,ヒロブレイブ,牡7,国分 恭介,川村 禎彦
2020年5月23日,平安ステークス,GⅢ,10,ロードレガリス,牡5,池添 謙一,野中 賢二
2020年5月23日,平安ステークス,GⅢ,11,ミツバ,牡8,松若 風馬,加用 正
2020年5月23日,平安ステークス,GⅢ,12,ハヤヤッコ,牡4,斎藤 新,国枝 栄
2020年5月23日,平安ステークス,GⅢ,13,アッシェンプッテル,牝4,太宰 啓介,奥村 豊
2020年5月23日,平安ステークス,GⅢ,14,スマハマ,牡5,坂井 瑠星,中内田 充正
2020年5月24日,優駿牝馬,GⅠ,1,デアリングタクト,牝3,松山 弘平,杉山 晴紀
2020年5月24日,優駿牝馬,GⅠ,2,ウインマリリン,牝3,横山 典弘,手塚 貴久
2020年5月24日,優駿牝馬,GⅠ,3,ウインマイティー,牝3,和田 竜二,五十嵐 忠男
2020年5月24日,優駿牝馬,GⅠ,4,リアアメリア,牝3,川田 将雅,中内田 充正
2020年5月24日,優駿牝馬,GⅠ,5,マジックキャッスル,牝3,浜中 俊,国枝 栄
2020年5月24日,優駿牝馬,GⅠ,6,チェーンオブラブ,牝3,石橋 脩,小笠 倫弘
2020年5月24日,優駿牝馬,GⅠ,7,ミヤマザクラ,牝3,武 豊,藤原 英昭
2020年5月24日,優駿牝馬,GⅠ,8,ホウオウピースフル,牝3,内田 博幸,大竹 正博
2020年5月24日,優駿牝馬,GⅠ,9,リリーピュアハート,牝3,福永 祐一,藤原 英昭
2020年5月24日,優駿牝馬,GⅠ,10,マルターズディオサ,牝3,田辺 裕信,手塚 貴久
2020年5月24日,優駿牝馬,GⅠ,11,デゼル,牝3,D.レーン,友道 康夫
2020年5月24日,優駿牝馬,GⅠ,12,ウーマンズハート,牝3,藤岡 康太,西浦 勝一
2020年5月24日,優駿牝馬,GⅠ,13,サンクテュエール,牝3,C.ルメール,藤沢 和雄
2020年5月24日,優駿牝馬,GⅠ,14,フィオリキアリ,牝3,田中 勝春,清水 久詞
2020年5月24日,優駿牝馬,GⅠ,15,クラヴァシュドール,牝3,M.デムーロ,中内田 充正
2020年5月24日,優駿牝馬,GⅠ,16,スマイルカナ,牝3,柴田 大知,高橋 祥泰
2020年5月24日,優駿牝馬,GⅠ,17,アブレイズ,牝3,藤井 勘一郎,池江 泰寿
2020年5月24日,優駿牝馬,GⅠ,18,インターミッション,牝3,石川 裕紀人,手塚 貴久
2020年5月30日,葵ステークス,重賞,1,ビアンフェ,牡3,藤岡 佑介,中竹 和也
2020年5月30日,葵ステークス,重賞,2,レジェーロ,牝3,北村 宏司,西村 真幸
2020年5月30日,葵ステークス,重賞,3,ワンスカイ,牡3,斎藤 新,斎藤 誠
2020年5月30日,葵ステークス,重賞,4,ケープコッド,牝3,岩田 望来,高柳 瑞樹
2020年5月30日,葵ステークス,重賞,5,サヴァイヴ,牡3,吉田 隼人,清水 久詞
2020年5月30日,葵ステークス,重賞,6,アルムブラスト,牡3,丸山 元気,高橋 文雅
2020年5月30日,葵ステークス,重賞,7,トロワマルス,牝3,酒井 学,杉浦 宏昭
2020年5月30日,葵ステークス,重賞,8,マイネルグリット,牡3,国分 優作,吉田 直弘
2020年5月30日,葵ステークス,重賞,9,ビップウインク,牝3,松若 風馬,清水 久詞
2020年5月30日,葵ステークス,重賞,10,デンタルバルーン,牝3,鮫島 良太,牧浦 充徳
2020年5月30日,葵ステークス,重賞,11,エレナアヴァンティ,牝3,幸 英明,宗像 義忠
2020年5月30日,葵ステークス,重賞,12,ゼンノジャスタ,牡3,田中 健,浅見 秀一
2020年5月30日,葵ステークス,重賞,13,ニシノストーム,牡3,勝浦 正樹,杉浦 宏昭
2020年5月30日,葵ステークス,重賞,14,エグレムニ,牡3,川須 栄彦,加用 正
2020年5月30日,葵ステークス,重賞,15,グリンデルヴァルト,牝3,松田 大作,坂口 智康
2020年5月30日,葵ステークス,重賞,16,カバジェーロ,牡3,鮫島 克駿,橋口 慎介
2020年5月31日,東京優駿,GⅠ,1,コントレイル,牡3,福永 祐一,矢作 芳人
2020年5月31日,東京優駿,GⅠ,2,サリオス,牡3,D.レーン,堀 宣行
2020年5月31日,東京優駿,GⅠ,3,ヴェルトライゼンデ,牡3,池添 謙一,池江 泰寿
2020年5月31日,東京優駿,GⅠ,4,サトノインプレッサ,牡3,坂井 瑠星,矢作 芳人
2020年5月31日,東京優駿,GⅠ,5,ディープボンド,牡3,和田 竜二,大久保 龍志
2020年5月31日,東京優駿,GⅠ,6,ガロアクリーク,牡3,川田 将雅,上原 博之
2020年5月31日,東京優駿,GⅠ,7,ブラックホール,牡3,石川 裕紀人,相沢 郁
2020年5月31日,東京優駿,GⅠ,8,ワーケア,牡3,C.ルメール,手塚 貴久
2020年5月31日,東京優駿,GⅠ,9,マイラプソディ,牡3,横山 典弘,友道 康夫
2020年5月31日,東京優駿,GⅠ,10,ビターエンダー,牡3,津村 明秀,相沢 郁
2020年5月31日,東京優駿,GⅠ,11,サトノフラッグ,牡3,武 豊,国枝 栄
2020年5月31日,東京優駿,GⅠ,12,コルテジア,牡3,松山 弘平,鈴木 孝志
2020年5月31日,東京優駿,GⅠ,13,ダーリントンホール,牡3,M.デムーロ,木村 哲也
2020年5月31日,東京優駿,GⅠ,14,ヴァルコス,牡3,三浦 皇成,友道 康夫
2020年5月31日,東京優駿,GⅠ,15,レクセランス,牡3,石橋 脩,池添 学
2020年5月31日,東京優駿,GⅠ,16,マンオブスピリット,牡3,北村 友一,斉藤 崇史
2020年5月31日,東京優駿,GⅠ,17,ウインカーネリアン,牡3,田辺 裕信,鹿戸 雄一
2020年5月31日,東京優駿,GⅠ,18,アルジャンナ,牡3,浜中 俊,池江 泰寿
2020年5月31日,農林水産省賞典 目黒記念,GⅡ,1,キングオブコージ,牡4,横山 典弘,安田 翔伍
2020年5月31日,農林水産省賞典 目黒記念,GⅡ,2,アイスバブル,牡5,D.レーン,池江 泰寿
2020年5月31日,農林水産省賞典 目黒記念,GⅡ,3,ステイフーリッシュ,牡5,坂井 瑠星,矢作 芳人
2020年5月31日,農林水産省賞典 目黒記念,GⅡ,4,ノーブルマーズ,牡7,高倉 稜,宮本 博
2020年5月31日,農林水産省賞典 目黒記念,GⅡ,5,ゴールドギア,牡5,三浦 皇成,伊藤 圭三
2020年5月31日,農林水産省賞典 目黒記念,GⅡ,6,オセアグレイト,牡4,C.ルメール,菊川 正達
2020年5月31日,農林水産省賞典 目黒記念,GⅡ,7,メートルダール,牡7,浜中 俊,戸田 博文
2020年5月31日,農林水産省賞典 目黒記念,GⅡ,8,サトノクロニクル,牡6,武藤 雅,池江 泰寿
2020年5月31日,農林水産省賞典 目黒記念,GⅡ,9,ボスジラ,牡4,武 豊,国枝 栄
2020年5月31日,農林水産省賞典 目黒記念,GⅡ,10,ウラヌスチャーム,牝5,松山 弘平,斎藤 誠
2020年5月31日,農林水産省賞典 目黒記念,GⅡ,11,アフリカンゴールド,せん5,福永 祐一,西園 正都
2020年5月31日,農林水産省賞典 目黒記念,GⅡ,12,ポポカテペトル,牡6,北村 友一,友道 康夫
2020年5月31日,農林水産省賞典 目黒記念,GⅡ,13,ミライヘノツバサ,牡7,木幡 巧也,伊藤 大士
2020年5月31日,農林水産省賞典 目黒記念,GⅡ,14,ミュゼエイリアン,せん8,横山 和生,黒岩 陽一
2020年5月31日,農林水産省賞典 目黒記念,GⅡ,15,タイセイトレイル,牡5,M.デムーロ,矢作 芳人
2020年5月31日,農林水産省賞典 目黒記念,GⅡ,16,バラックパリンカ,牡4,和田 竜二,平田 修
2020年5月31日,農林水産省賞典 目黒記念,GⅡ,17,パリンジェネシス,せん6,石橋 脩,清水 久詞
2020年5月31日,農林水産省賞典 目黒記念,GⅡ,18,ニシノデイジー,牡4,田辺 裕信,高木 登
2020年6月6日,農林水産省賞典 鳴尾記念,GⅢ,1,パフォーマプロミス,牡8,福永 祐一,藤原 英昭
2020年6月6日,農林水産省賞典 鳴尾記念,GⅢ,2,ラヴズオンリーユー,牝4,M.デムーロ,矢作 芳人
2020年6月6日,農林水産省賞典 鳴尾記念,GⅢ,3,レッドジェニアル,牡4,酒井 学,高橋 義忠
2020年6月6日,農林水産省賞典 鳴尾記念,GⅢ,4,サイモンラムセス,牡10,川須 栄彦,梅田 智之
2020年6月6日,農林水産省賞典 鳴尾記念,GⅢ,5,レッドガラン,牡5,北村 友一,安田 隆行
2020年6月6日,農林水産省賞典 鳴尾記念,GⅢ,6,アドマイヤジャスタ,牡4,西村 淳也,須貝 尚介
2020年6月6日,農林水産省賞典 鳴尾記念,GⅢ,7,トリコロールブルー,牡6,和田 竜二,友道 康夫
2020年6月6日,農林水産省賞典 鳴尾記念,GⅢ,8,サトノルークス,牡4,武 豊,池江 泰寿
2020年6月6日,農林水産省賞典 鳴尾記念,GⅢ,9,サトノフェイバー,牡5,古川 吉洋,南井 克巳
2020年6月6日,農林水産省賞典 鳴尾記念,GⅢ,10,エアウィンザー,牡6,川田 将雅,角居 勝彦
2020年6月6日,農林水産省賞典 鳴尾記念,GⅢ,11,ドミナートゥス,牡5,松山 弘平,宮本 博
2020年6月6日,農林水産省賞典 鳴尾記念,GⅢ,12,ジェシー,牡5,坂井 瑠星,石坂 公一
2020年6月6日,農林水産省賞典 鳴尾記念,GⅢ,13,テリトーリアル,牡6,藤岡 康太,西浦 勝一
2020年6月6日,農林水産省賞典 鳴尾記念,GⅢ,14,アメリカズカップ,牡6,幸 英明,音無 秀孝
2020年6月6日,農林水産省賞典 鳴尾記念,GⅢ,15,キメラヴェリテ,牡3,岩田 望来,中竹 和也
2020年6月6日,農林水産省賞典 鳴尾記念,GⅢ,16,ブラックスピネル,せん7,松若 風馬,音無 秀孝
2020年6月7日,農林水産省賞典 安田記念,GⅠ,1,グランアレグリア,牝4,池添 謙一,藤沢 和雄
2020年6月7日,農林水産省賞典 安田記念,GⅠ,2,アーモンドアイ,牝5,C.ルメール,国枝 栄
2020年6月7日,農林水産省賞典 安田記念,GⅠ,3,インディチャンプ,牡5,福永 祐一,音無 秀孝
2020年6月7日,農林水産省賞典 安田記念,GⅠ,4,ノームコア,牝5,横山 典弘,萩原 清
2020年6月7日,農林水産省賞典 安田記念,GⅠ,5,ケイアイノーテック,牡5,津村 明秀,平田 修
2020年6月7日,農林水産省賞典 安田記念,GⅠ,6,アドマイヤマーズ,牡4,川田 将雅,友道 康夫
2020年6月7日,農林水産省賞典 安田記念,GⅠ,7,ダノンキングリー,牡4,戸崎 圭太,萩原 清
2020年6月7日,農林水産省賞典 安田記念,GⅠ,8,ダノンスマッシュ,牡5,三浦 皇成,安田 隆行
2020年6月7日,農林水産省賞典 安田記念,GⅠ,9,ペルシアンナイト,牡6,田辺 裕信,池江 泰寿
2020年6月7日,農林水産省賞典 安田記念,GⅠ,10,ヴァンドギャルド,牡4,岩田 望来,藤原 英昭
2020年6月7日,農林水産省賞典 安田記念,GⅠ,11,ミスターメロディ,牡5,北村 友一,藤原 英昭
2020年6月7日,農林水産省賞典 安田記念,GⅠ,12,セイウンコウセイ,牡7,内田 博幸,上原 博之
2020年6月7日,農林水産省賞典 安田記念,GⅠ,13,ダノンプレミアム,牡5,D.レーン,中内田 充正
2020年6月7日,農林水産省賞典 安田記念,GⅠ,14,クルーガー,牡8,石橋 脩,高野 友和
2020年6月14日,エプソムカップ,GⅢ,1,ダイワキャグニー,牡6,内田 博幸,菊沢 隆徳
2020年6月14日,エプソムカップ,GⅢ,2,ソーグリッタリング,牡6,藤井 勘一郎,池江 泰寿
2020年6月14日,エプソムカップ,GⅢ,3,トーラスジェミニ,牡4,木幡 育也,小桧山 悟
2020年6月14日,エプソムカップ,GⅢ,4,アンドラステ,牝4,岩田 望来,中内田 充正
2020年6月14日,エプソムカップ,GⅢ,5,アトミックフォース,牡4,武藤 雅,武藤 善則
2020年6月14日,エプソムカップ,GⅢ,6,サトノアーサー,牡6,D.レーン,池江 泰寿
2020年6月14日,エプソムカップ,GⅢ,7,ピースワンパラディ,牡4,津村 明秀,大竹 正博
2020年6月14日,エプソムカップ,GⅢ,8,ゴーフォザサミット,牡5,北村 宏司,藤沢 和雄
2020年6月14日,エプソムカップ,GⅢ,9,サトノガーネット,牝5,吉田 豊,矢作 芳人
2020年6月14日,エプソムカップ,GⅢ,10,レイエンダ,牡5,C.ルメール,藤沢 和雄
2020年6月14日,エプソムカップ,GⅢ,11,ギベオン,牡5,戸崎 圭太,藤原 英昭
2020年6月14日,エプソムカップ,GⅢ,12,マイネルファンロン,牡5,三浦 皇成,手塚 貴久
2020年6月14日,エプソムカップ,GⅢ,13,サラキア,牝5,石橋 脩,池添 学
2020年6月14日,エプソムカップ,GⅢ,14,アイスストーム,牡5,武 豊,吉村 圭司
